Date,Term,Contexts,Programs,Total Matches
2015-06-16,Carly Fiorina,2,2,2
2015-06-16,Chris Christie,3,3,3
2015-06-16,Donald Trump,24,27,51
2015-06-16,Jeb Bush,19,20,39
2015-06-16,John Kasich,0,0,0
2015-06-16,Marco Rubio,0,0,0
2015-06-16,Rand Paul,3,3,5
2015-06-16,Ted Cruz,1,1,4
2015-06-17,Ben Carson,1,1,1
2015-06-17,Carly Fiorina,2,2,2
2015-06-17,Chris Christie,2,2,2
2015-06-17,Donald Trump,37,40,139
2015-06-17,Jeb Bush,17,19,35
2015-06-17,John Kasich,0,0,0
2015-06-17,Marco Rubio,2,2,2
2015-06-17,Rand Paul,0,0,0
2015-06-17,Ted Cruz,0,0,0
2015-06-18,Ben Carson,0,0,0
2015-06-18,Carly Fiorina,0,0,0
2015-06-18,Chris Christie,1,4,4
2015-06-18,Donald Trump,18,20,51
2015-06-18,Jeb Bush,5,7,20
2015-06-18,John Kasich,1,1,1
2015-06-18,Marco Rubio,1,1,1
2015-06-18,Rand Paul,0,0,0
2015-06-18,Ted Cruz,0,0,0
2015-06-19,Ben Carson,0,0,0
2015-06-19,Carly Fiorina,2,3,3
2015-06-19,Chris Christie,9,14,16
2015-06-19,Donald Trump,10,11,33
2015-06-19,Jeb Bush,2,2,2
2015-06-19,John Kasich,0,0,0
2015-06-19,Marco Rubio,1,1,1
2015-06-19,Rand Paul,0,0,0
2015-06-19,Ted Cruz,1,1,1
2015-06-20,Ben Carson,1,1,1
2015-06-20,Carly Fiorina,1,1,1
2015-06-20,Chris Christie,3,7,8
2015-06-20,Donald Trump,6,7,8
2015-06-20,Jeb Bush,3,4,4
2015-06-20,John Kasich,0,0,0
2015-06-20,Marco Rubio,0,0,0
2015-06-20,Rand Paul,0,0,0
2015-06-20,Ted Cruz,0,0,0
2015-06-21,Ben Carson,0,0,0
2015-06-21,Carly Fiorina,0,0,0
2015-06-21,Chris Christie,1,2,2
2015-06-21,Donald Trump,5,5,23
2015-06-21,Jeb Bush,7,7,28
2015-06-21,John Kasich,0,0,0
2015-06-21,Marco Rubio,3,3,9
2015-06-21,Rand Paul,0,0,0
2015-06-21,Ted Cruz,3,3,3
2015-06-22,Ben Carson,0,0,0
2015-06-22,Carly Fiorina,1,1,1
2015-06-22,Chris Christie,3,6,7
2015-06-22,Donald Trump,7,7,14
2015-06-22,Jeb Bush,12,14,18
2015-06-22,John Kasich,1,1,1
2015-06-22,Marco Rubio,3,4,4
2015-06-22,Rand Paul,3,5,5
2015-06-22,Ted Cruz,5,7,7
2015-06-23,Ben Carson,2,3,3
2015-06-23,Carly Fiorina,0,0,0
2015-06-23,Chris Christie,3,5,6
2015-06-23,Donald Trump,4,4,7
2015-06-23,Jeb Bush,4,5,5
2015-06-23,John Kasich,0,0,0
2015-06-23,Marco Rubio,2,3,3
2015-06-23,Rand Paul,2,2,2
2015-06-23,Ted Cruz,5,5,6
2015-06-24,Ben Carson,0,0,0
2015-06-24,Carly Fiorina,0,0,0
2015-06-24,Chris Christie,5,9,13
2015-06-24,Donald Trump,7,7,16
2015-06-24,Jeb Bush,3,3,4
2015-06-24,John Kasich,0,0,0
2015-06-24,Marco Rubio,0,0,0
2015-06-24,Rand Paul,0,0,0
2015-06-24,Ted Cruz,0,0,0
2015-06-25,Ben Carson,1,1,1
2015-06-25,Carly Fiorina,0,0,0
2015-06-25,Chris Christie,10,15,21
2015-06-25,Donald Trump,15,15,47
2015-06-25,Jeb Bush,3,3,3
2015-06-25,John Kasich,0,0,0
2015-06-25,Marco Rubio,2,2,2
2015-06-25,Rand Paul,2,2,2
2015-06-25,Ted Cruz,3,3,5
2015-06-26,Ben Carson,2,3,3
2015-06-26,Carly Fiorina,0,0,0
2015-06-26,Chris Christie,14,26,42
2015-06-26,Donald Trump,20,23,98
2015-06-26,Jeb Bush,10,10,12
2015-06-26,John Kasich,1,1,1
2015-06-26,Marco Rubio,2,2,2
2015-06-26,Rand Paul,0,0,0
2015-06-26,Ted Cruz,7,7,9
2015-06-27,Ben Carson,1,1,1
2015-06-27,Carly Fiorina,0,0,0
2015-06-27,Chris Christie,5,6,7
2015-06-27,Donald Trump,5,5,17
2015-06-27,Jeb Bush,2,2,3
2015-06-27,John Kasich,0,0,0
2015-06-27,Marco Rubio,2,2,2
2015-06-27,Rand Paul,0,0,0
2015-06-27,Ted Cruz,2,2,2
2015-06-28,Ben Carson,0,0,0
2015-06-28,Carly Fiorina,1,1,1
2015-06-28,Chris Christie,11,15,28
2015-06-28,Donald Trump,4,4,12
2015-06-28,Jeb Bush,8,9,19
2015-06-28,John Kasich,3,3,4
2015-06-28,Marco Rubio,4,4,5
2015-06-28,Rand Paul,0,0,0
2015-06-28,Ted Cruz,7,10,14
2015-06-29,Ben Carson,0,0,0
2015-06-29,Carly Fiorina,1,1,1
2015-06-29,Chris Christie,19,29,63
2015-06-29,Donald Trump,15,15,66
2015-06-29,Jeb Bush,4,4,8
2015-06-29,John Kasich,2,3,3
2015-06-29,Marco Rubio,1,1,1
2015-06-29,Rand Paul,0,0,0
2015-06-29,Ted Cruz,3,3,5
2015-06-30,Ben Carson,1,1,1
2015-06-30,Carly Fiorina,0,0,0
2015-06-30,Chris Christie,31,44,142
2015-06-30,Donald Trump,24,28,78
2015-06-30,Jeb Bush,13,15,21
2015-06-30,John Kasich,0,0,0
2015-06-30,Marco Rubio,0,0,0
2015-06-30,Rand Paul,1,1,1
2015-06-30,Ted Cruz,3,3,4
2015-07-01,Ben Carson,1,1,1
2015-07-01,Carly Fiorina,0,0,0
2015-07-01,Chris Christie,15,28,52
2015-07-01,Donald Trump,25,27,55
2015-07-01,Jeb Bush,15,17,23
2015-07-01,John Kasich,0,0,0
2015-07-01,Marco Rubio,5,5,5
2015-07-01,Rand Paul,1,1,1
2015-07-01,Ted Cruz,4,4,5
2015-07-02,Ben Carson,0,0,0
2015-07-02,Carly Fiorina,0,0,0
2015-07-02,Chris Christie,7,9,13
2015-07-02,Donald Trump,18,21,57
2015-07-02,Jeb Bush,7,8,16
2015-07-02,John Kasich,0,0,0
2015-07-02,Marco Rubio,0,0,0
2015-07-02,Rand Paul,0,0,0
2015-07-02,Ted Cruz,1,1,2
2015-07-03,Ben Carson,1,1,1
2015-07-03,Carly Fiorina,1,1,1
2015-07-03,Chris Christie,8,10,15
2015-07-03,Donald Trump,15,16,43
2015-07-03,Jeb Bush,4,4,7
2015-07-03,John Kasich,0,0,0
2015-07-03,Marco Rubio,2,2,4
2015-07-03,Rand Paul,2,2,3
2015-07-03,Ted Cruz,1,1,1
2015-07-04,Ben Carson,0,0,0
2015-07-04,Carly Fiorina,0,0,0
2015-07-04,Chris Christie,3,4,6
2015-07-04,Donald Trump,5,5,19
2015-07-04,Jeb Bush,3,3,5
2015-07-04,John Kasich,0,0,0
2015-07-04,Marco Rubio,3,3,3
2015-07-04,Rand Paul,0,0,0
2015-07-04,Ted Cruz,2,2,2
2015-07-05,Ben Carson,1,1,1
2015-07-05,Carly Fiorina,1,1,1
2015-07-05,Chris Christie,8,15,46
2015-07-05,Donald Trump,15,17,71
2015-07-05,Jeb Bush,13,15,39
2015-07-05,John Kasich,2,2,3
2015-07-05,Marco Rubio,7,12,15
2015-07-05,Rand Paul,4,4,6
2015-07-05,Ted Cruz,5,5,13
2015-07-06,Ben Carson,2,2,2
2015-07-06,Carly Fiorina,0,0,0
2015-07-06,Chris Christie,7,9,15
2015-07-06,Donald Trump,12,12,40
2015-07-06,Jeb Bush,4,4,6
2015-07-06,John Kasich,0,0,0
2015-07-06,Marco Rubio,1,1,1
2015-07-06,Rand Paul,1,1,1
2015-07-06,Ted Cruz,1,1,1
2015-07-07,Ben Carson,0,0,0
2015-07-07,Carly Fiorina,0,0,0
2015-07-07,Chris Christie,4,4,6
2015-07-07,Donald Trump,19,20,58
2015-07-07,Jeb Bush,6,6,12
2015-07-07,John Kasich,0,0,0
2015-07-07,Marco Rubio,0,0,0
2015-07-07,Rand Paul,0,0,0
2015-07-07,Ted Cruz,1,1,1
2015-07-08,Ben Carson,1,1,1
2015-07-08,Carly Fiorina,0,0,0
2015-07-08,Chris Christie,6,6,11
2015-07-08,Donald Trump,22,22,47
2015-07-08,Jeb Bush,4,4,8
2015-07-08,John Kasich,0,0,0
2015-07-08,Marco Rubio,0,0,0
2015-07-08,Rand Paul,0,0,0
2015-07-08,Ted Cruz,1,1,1
2015-07-09,Ben Carson,1,1,1
2015-07-09,Carly Fiorina,0,0,0
2015-07-09,Chris Christie,0,0,0
2015-07-09,Donald Trump,23,26,83
2015-07-09,Jeb Bush,9,9,17
2015-07-09,John Kasich,0,0,0
2015-07-09,Marco Rubio,1,1,1
2015-07-09,Rand Paul,0,0,0
2015-07-09,Ted Cruz,1,1,1
2015-07-10,Ben Carson,0,0,0
2015-07-10,Carly Fiorina,1,1,1
2015-07-10,Chris Christie,1,2,2
2015-07-10,Donald Trump,14,15,40
2015-07-10,Jeb Bush,4,5,7
2015-07-10,John Kasich,0,0,0
2015-07-10,Marco Rubio,0,0,0
2015-07-10,Rand Paul,2,2,2
2015-07-10,Ted Cruz,0,0,0
2015-07-11,Ben Carson,0,0,0
2015-07-11,Carly Fiorina,0,0,0
2015-07-11,Chris Christie,2,4,6
2015-07-11,Donald Trump,12,13,27
2015-07-11,Jeb Bush,1,1,1
2015-07-11,John Kasich,0,0,0
2015-07-11,Marco Rubio,1,1,1
2015-07-11,Rand Paul,0,0,0
2015-07-11,Ted Cruz,0,0,0
2015-07-12,Ben Carson,2,2,2
2015-07-12,Carly Fiorina,2,2,6
2015-07-12,Chris Christie,0,0,0
2015-07-12,Donald Trump,18,22,100
2015-07-12,Jeb Bush,8,10,30
2015-07-12,John Kasich,1,1,2
2015-07-12,Marco Rubio,2,2,2
2015-07-12,Rand Paul,0,0,0
2015-07-12,Ted Cruz,3,3,8
2015-07-13,Ben Carson,1,1,1
2015-07-13,Carly Fiorina,0,0,0
2015-07-13,Chris Christie,5,12,19
2015-07-13,Donald Trump,34,38,155
2015-07-13,Jeb Bush,10,14,23
2015-07-13,John Kasich,1,1,2
2015-07-13,Marco Rubio,1,1,1
2015-07-13,Rand Paul,0,0,0
2015-07-13,Ted Cruz,2,2,4
2015-07-14,Ben Carson,0,0,0
2015-07-14,Carly Fiorina,2,2,4
2015-07-14,Chris Christie,8,10,10
2015-07-14,Donald Trump,16,16,43
2015-07-14,Jeb Bush,3,3,4
2015-07-14,John Kasich,0,0,0
2015-07-14,Marco Rubio,0,0,0
2015-07-14,Rand Paul,1,2,2
2015-07-14,Ted Cruz,0,0,0
2015-07-15,Ben Carson,0,0,0
2015-07-15,Carly Fiorina,0,0,0
2015-07-15,Chris Christie,6,9,10
2015-07-15,Donald Trump,19,21,52
2015-07-15,Jeb Bush,9,11,14
2015-07-15,John Kasich,1,1,1
2015-07-15,Marco Rubio,1,2,2
2015-07-15,Rand Paul,1,3,3
2015-07-15,Ted Cruz,2,2,3
2015-07-16,Ben Carson,1,1,1
2015-07-16,Carly Fiorina,0,0,0
2015-07-16,Chris Christie,18,27,59
2015-07-16,Donald Trump,20,22,33
2015-07-16,Jeb Bush,8,8,9
2015-07-16,John Kasich,0,0,0
2015-07-16,Marco Rubio,0,0,0
2015-07-16,Rand Paul,1,1,1
2015-07-16,Ted Cruz,3,3,3
2015-07-17,Ben Carson,1,1,1
2015-07-17,Carly Fiorina,0,0,0
2015-07-17,Chris Christie,4,5,6
2015-07-17,Donald Trump,10,11,23
2015-07-17,Jeb Bush,3,3,3
2015-07-17,John Kasich,0,0,0
2015-07-17,Marco Rubio,3,4,4
2015-07-17,Rand Paul,1,1,1
2015-07-17,Ted Cruz,3,3,4
2015-07-18,Ben Carson,0,0,0
2015-07-18,Carly Fiorina,0,0,0
2015-07-18,Chris Christie,3,5,5
2015-07-18,Donald Trump,14,15,38
2015-07-18,Jeb Bush,3,4,4
2015-07-18,John Kasich,0,0,0
2015-07-18,Marco Rubio,1,1,1
2015-07-18,Rand Paul,0,0,0
2015-07-18,Ted Cruz,0,0,0
2015-07-19,Ben Carson,0,0,0
2015-07-19,Carly Fiorina,0,0,0
2015-07-19,Chris Christie,0,0,0
2015-07-19,Donald Trump,7,7,17
2015-07-19,Jeb Bush,2,2,2
2015-07-19,John Kasich,0,0,0
2015-07-19,Marco Rubio,0,0,0
2015-07-19,Rand Paul,0,0,0
2015-07-19,Ted Cruz,0,0,0
2015-07-20,Ben Carson,0,0,0
2015-07-20,Carly Fiorina,0,0,0
2015-07-20,Chris Christie,1,1,1
2015-07-20,Donald Trump,39,42,160
2015-07-20,Jeb Bush,2,2,2
2015-07-20,John Kasich,1,1,1
2015-07-20,Marco Rubio,3,3,3
2015-07-20,Rand Paul,1,1,1
2015-07-20,Ted Cruz,1,1,2
2015-07-21,Ben Carson,0,0,0
2015-07-21,Carly Fiorina,0,0,0
2015-07-21,Chris Christie,7,7,8
2015-07-21,Donald Trump,38,39,129
2015-07-21,Jeb Bush,9,10,13
2015-07-21,John Kasich,11,19,29
2015-07-21,Marco Rubio,2,2,2
2015-07-21,Rand Paul,2,2,2
2015-07-21,Ted Cruz,1,1,1
2015-07-22,Ben Carson,0,0,0
2015-07-22,Carly Fiorina,0,0,0
2015-07-22,Chris Christie,1,1,1
2015-07-22,Donald Trump,37,39,102
2015-07-22,Jeb Bush,4,4,5
2015-07-22,John Kasich,5,12,15
2015-07-22,Marco Rubio,1,1,1
2015-07-22,Rand Paul,1,1,1
2015-07-22,Ted Cruz,0,0,0
2015-07-23,Ben Carson,0,0,0
2015-07-23,Carly Fiorina,0,0,0
2015-07-23,Chris Christie,10,10,14
2015-07-23,Donald Trump,36,39,126
2015-07-23,Jeb Bush,3,3,4
2015-07-23,John Kasich,2,2,5
2015-07-23,Marco Rubio,4,4,4
2015-07-23,Rand Paul,1,1,3
2015-07-23,Ted Cruz,0,0,0
2015-07-24,Ben Carson,0,0,0
2015-07-24,Carly Fiorina,0,0,0
2015-07-24,Chris Christie,2,2,3
2015-07-24,Donald Trump,25,25,83
2015-07-24,Jeb Bush,0,0,0
2015-07-24,John Kasich,0,0,0
2015-07-24,Marco Rubio,5,5,8
2015-07-24,Rand Paul,0,0,0
2015-07-24,Ted Cruz,1,1,2
2015-07-25,Ben Carson,0,0,0
2015-07-25,Carly Fiorina,0,0,0
2015-07-25,Chris Christie,4,6,7
2015-07-25,Donald Trump,11,11,25
2015-07-25,Jeb Bush,0,0,0
2015-07-25,John Kasich,1,1,1
2015-07-25,Marco Rubio,1,1,1
2015-07-25,Rand Paul,1,1,1
2015-07-25,Ted Cruz,0,0,0
2015-07-26,Ben Carson,1,1,1
2015-07-26,Carly Fiorina,1,1,3
2015-07-26,Chris Christie,3,3,3
2015-07-26,Donald Trump,18,20,97
2015-07-26,Jeb Bush,6,6,9
2015-07-26,John Kasich,5,7,11
2015-07-26,Marco Rubio,2,2,2
2015-07-26,Rand Paul,4,5,15
2015-07-26,Ted Cruz,3,3,4
2015-07-27,Ben Carson,1,1,1
2015-07-27,Carly Fiorina,0,0,0
2015-07-27,Chris Christie,3,5,5
2015-07-27,Donald Trump,22,27,73
2015-07-27,Jeb Bush,11,14,19
2015-07-27,John Kasich,2,5,9
2015-07-27,Marco Rubio,0,0,0
2015-07-27,Rand Paul,3,3,4
2015-07-27,Ted Cruz,3,3,4
2015-07-28,Ben Carson,1,2,2
2015-07-28,Carly Fiorina,1,1,1
2015-07-28,Chris Christie,6,8,9
2015-07-28,Donald Trump,18,19,77
2015-07-28,Jeb Bush,9,12,18
2015-07-28,John Kasich,2,3,3
2015-07-28,Marco Rubio,1,2,2
2015-07-28,Rand Paul,3,4,4
2015-07-28,Ted Cruz,6,7,9
2015-07-29,Ben Carson,0,0,0
2015-07-29,Carly Fiorina,1,1,1
2015-07-29,Chris Christie,2,2,3
2015-07-29,Donald Trump,10,10,21
2015-07-29,Jeb Bush,1,1,1
2015-07-29,John Kasich,1,1,1
2015-07-29,Marco Rubio,1,1,1
2015-07-29,Rand Paul,0,0,0
2015-07-29,Ted Cruz,0,0,0
2015-07-30,Ben Carson,0,0,0
2015-07-30,Carly Fiorina,0,0,0
2015-07-30,Chris Christie,3,3,4
2015-07-30,Donald Trump,9,9,21
2015-07-30,Jeb Bush,3,3,5
2015-07-30,John Kasich,1,1,1
2015-07-30,Marco Rubio,2,2,2
2015-07-30,Rand Paul,0,0,0
2015-07-30,Ted Cruz,1,1,4
2015-07-31,Ben Carson,2,2,2
2015-07-31,Carly Fiorina,0,0,0
2015-07-31,Chris Christie,3,3,3
2015-07-31,Donald Trump,11,11,33
2015-07-31,Jeb Bush,6,6,14
2015-07-31,John Kasich,0,0,0
2015-07-31,Marco Rubio,4,4,4
2015-07-31,Rand Paul,2,2,3
2015-07-31,Ted Cruz,2,2,2
2015-08-01,Ben Carson,1,1,1
2015-08-01,Carly Fiorina,0,0,0
2015-08-01,Chris Christie,0,0,0
2015-08-01,Donald Trump,8,8,19
2015-08-01,Jeb Bush,3,3,5
2015-08-01,John Kasich,0,0,0
2015-08-01,Marco Rubio,1,1,1
2015-08-01,Rand Paul,0,0,0
2015-08-01,Ted Cruz,2,2,4
2015-08-02,Ben Carson,2,2,7
2015-08-02,Carly Fiorina,1,1,1
2015-08-02,Chris Christie,4,4,4
2015-08-02,Donald Trump,15,15,112
2015-08-02,Jeb Bush,9,9,42
2015-08-02,John Kasich,2,2,5
2015-08-02,Marco Rubio,3,3,4
2015-08-02,Rand Paul,2,2,4
2015-08-02,Ted Cruz,4,4,5
2015-08-03,Ben Carson,4,5,10
2015-08-03,Carly Fiorina,1,1,1
2015-08-03,Chris Christie,7,9,11
2015-08-03,Donald Trump,19,20,86
2015-08-03,Jeb Bush,6,8,20
2015-08-03,John Kasich,3,3,3
2015-08-03,Marco Rubio,3,4,4
2015-08-03,Rand Paul,1,1,3
2015-08-03,Ted Cruz,2,2,3
2015-08-04,Ben Carson,2,3,3
2015-08-04,Carly Fiorina,1,1,1
2015-08-04,Chris Christie,15,20,31
2015-08-04,Donald Trump,30,32,91
2015-08-04,Jeb Bush,8,9,24
2015-08-04,John Kasich,4,5,5
2015-08-04,Marco Rubio,6,7,7
2015-08-04,Rand Paul,2,3,3
2015-08-04,Ted Cruz,6,7,7
2015-08-05,Ben Carson,4,11,11
2015-08-05,Carly Fiorina,1,3,3
2015-08-05,Chris Christie,12,21,39
2015-08-05,Donald Trump,37,39,106
2015-08-05,Jeb Bush,15,25,53
2015-08-05,John Kasich,6,10,14
2015-08-05,Marco Rubio,9,11,12
2015-08-05,Rand Paul,6,8,9
2015-08-05,Ted Cruz,8,11,11
2015-08-06,Ben Carson,5,7,7
2015-08-06,Carly Fiorina,0,0,0
2015-08-06,Chris Christie,12,20,28
2015-08-06,Donald Trump,47,49,174
2015-08-06,Jeb Bush,22,27,40
2015-08-06,John Kasich,3,5,5
2015-08-06,Marco Rubio,7,7,10
2015-08-06,Rand Paul,7,7,13
2015-08-06,Ted Cruz,3,3,3
2015-08-07,Ben Carson,12,12,16
2015-08-07,Carly Fiorina,7,7,15
2015-08-07,Chris Christie,20,33,60
2015-08-07,Donald Trump,52,55,249
2015-08-07,Jeb Bush,21,23,38
2015-08-07,John Kasich,8,12,27
2015-08-07,Marco Rubio,13,13,28
2015-08-07,Rand Paul,19,26,38
2015-08-07,Ted Cruz,2,2,3
2015-08-08,Ben Carson,0,0,0
2015-08-08,Carly Fiorina,4,4,6
2015-08-08,Chris Christie,5,5,7
2015-08-08,Donald Trump,20,20,69
2015-08-08,Jeb Bush,6,6,7
2015-08-08,John Kasich,1,1,2
2015-08-08,Marco Rubio,4,4,8
2015-08-08,Rand Paul,2,3,5
2015-08-08,Ted Cruz,2,2,2
2015-08-09,Ben Carson,3,3,7
2015-08-09,Carly Fiorina,7,7,17
2015-08-09,Chris Christie,3,3,4
2015-08-09,Donald Trump,22,24,143
2015-08-09,Jeb Bush,11,12,44
2015-08-09,John Kasich,4,4,12
2015-08-09,Marco Rubio,7,7,16
2015-08-09,Rand Paul,3,3,4
2015-08-09,Ted Cruz,5,5,8
2015-08-10,Ben Carson,2,4,4
2015-08-10,Carly Fiorina,8,9,16
2015-08-10,Chris Christie,5,5,7
2015-08-10,Donald Trump,36,38,157
2015-08-10,Jeb Bush,7,8,19
2015-08-10,John Kasich,1,1,8
2015-08-10,Marco Rubio,4,4,11
2015-08-10,Rand Paul,2,2,5
2015-08-10,Ted Cruz,7,8,8
2015-08-11,Ben Carson,3,3,9
2015-08-11,Carly Fiorina,2,2,3
2015-08-11,Chris Christie,9,11,19
2015-08-11,Donald Trump,31,34,117
2015-08-11,Jeb Bush,10,11,18
2015-08-11,John Kasich,0,0,0
2015-08-11,Marco Rubio,4,4,9
2015-08-11,Rand Paul,3,3,4
2015-08-11,Ted Cruz,4,4,5
2015-08-12,Ben Carson,2,3,3
2015-08-12,Carly Fiorina,3,3,10
2015-08-12,Chris Christie,3,4,5
2015-08-12,Donald Trump,30,30,93
2015-08-12,Jeb Bush,16,19,48
2015-08-12,John Kasich,1,1,1
2015-08-12,Marco Rubio,1,1,1
2015-08-12,Rand Paul,1,1,1
2015-08-12,Ted Cruz,0,0,0
2015-08-13,Ben Carson,9,9,10
2015-08-13,Carly Fiorina,1,1,1
2015-08-13,Chris Christie,3,6,9
2015-08-13,Donald Trump,20,21,45
2015-08-13,Jeb Bush,12,12,14
2015-08-13,John Kasich,1,1,1
2015-08-13,Marco Rubio,2,2,2
2015-08-13,Rand Paul,8,8,12
2015-08-13,Ted Cruz,1,1,1
2015-08-14,Ben Carson,3,3,3
2015-08-14,Carly Fiorina,0,0,0
2015-08-14,Chris Christie,2,4,4
2015-08-14,Donald Trump,18,18,51
2015-08-14,Jeb Bush,10,11,15
2015-08-14,John Kasich,1,1,1
2015-08-14,Marco Rubio,4,4,4
2015-08-14,Rand Paul,4,4,6
2015-08-14,Ted Cruz,0,0,0
2015-08-15,Ben Carson,1,1,1
2015-08-15,Carly Fiorina,2,2,2
2015-08-15,Chris Christie,4,4,5
2015-08-15,Donald Trump,13,14,34
2015-08-15,Jeb Bush,3,3,3
2015-08-15,John Kasich,1,1,1
2015-08-15,Marco Rubio,0,0,0
2015-08-15,Rand Paul,1,1,1
2015-08-15,Ted Cruz,0,0,0
2015-08-16,Ben Carson,7,7,13
2015-08-16,Carly Fiorina,4,4,8
2015-08-16,Chris Christie,0,0,0
2015-08-16,Donald Trump,24,25,119
2015-08-16,Jeb Bush,9,12,27
2015-08-16,John Kasich,3,3,9
2015-08-16,Marco Rubio,3,3,6
2015-08-16,Rand Paul,1,1,1
2015-08-16,Ted Cruz,1,1,1
2015-08-17,Ben Carson,10,10,13
2015-08-17,Carly Fiorina,3,3,3
2015-08-17,Chris Christie,4,5,6
2015-08-17,Donald Trump,42,44,139
2015-08-17,Jeb Bush,9,10,13
2015-08-17,John Kasich,2,2,2
2015-08-17,Marco Rubio,1,1,1
2015-08-17,Rand Paul,0,0,0
2015-08-17,Ted Cruz,5,6,7
2015-08-18,Ben Carson,7,7,7
2015-08-18,Carly Fiorina,3,3,3
2015-08-18,Chris Christie,4,4,5
2015-08-18,Donald Trump,35,38,110
2015-08-18,Jeb Bush,14,16,19
2015-08-18,John Kasich,1,1,2
2015-08-18,Marco Rubio,2,3,4
2015-08-18,Rand Paul,0,0,0
2015-08-18,Ted Cruz,3,3,3
2015-08-19,Ben Carson,4,7,7
2015-08-19,Carly Fiorina,4,4,4
2015-08-19,Chris Christie,5,7,7
2015-08-19,Donald Trump,29,31,90
2015-08-19,Jeb Bush,11,14,21
2015-08-19,John Kasich,1,1,1
2015-08-19,Marco Rubio,11,13,25
2015-08-19,Rand Paul,0,0,0
2015-08-19,Ted Cruz,0,0,0
2015-08-20,Ben Carson,2,2,2
2015-08-20,Carly Fiorina,0,0,0
2015-08-20,Chris Christie,1,1,1
2015-08-20,Donald Trump,31,33,82
2015-08-20,Jeb Bush,19,20,57
2015-08-20,John Kasich,1,1,1
2015-08-20,Marco Rubio,4,4,4
2015-08-20,Rand Paul,1,1,1
2015-08-20,Ted Cruz,0,0,0
2015-08-21,Ben Carson,0,0,0
2015-08-21,Carly Fiorina,0,0,0
2015-08-21,Chris Christie,6,9,11
2015-08-21,Donald Trump,37,40,105
2015-08-21,Jeb Bush,16,19,36
2015-08-21,John Kasich,0,0,0
2015-08-21,Marco Rubio,5,7,8
2015-08-21,Rand Paul,2,2,2
2015-08-21,Ted Cruz,2,2,2
2015-08-22,Ben Carson,1,1,2
2015-08-22,Carly Fiorina,0,0,0
2015-08-22,Chris Christie,5,9,11
2015-08-22,Donald Trump,16,21,59
2015-08-22,Jeb Bush,9,10,17
2015-08-22,John Kasich,0,0,0
2015-08-22,Marco Rubio,4,4,4
2015-08-22,Rand Paul,1,1,1
2015-08-22,Ted Cruz,4,4,5
2015-08-23,Ben Carson,1,1,1
2015-08-23,Carly Fiorina,3,3,7
2015-08-23,Chris Christie,1,13,17
2015-08-23,Donald Trump,19,19,103
2015-08-23,Jeb Bush,8,8,37
2015-08-23,John Kasich,0,0,0
2015-08-23,Marco Rubio,5,5,6
2015-08-23,Rand Paul,1,1,2
2015-08-23,Ted Cruz,6,7,12
2015-08-24,Ben Carson,0,0,0
2015-08-24,Carly Fiorina,1,1,4
2015-08-24,Chris Christie,3,4,6
2015-08-24,Donald Trump,16,16,47
2015-08-24,Jeb Bush,6,6,17
2015-08-24,John Kasich,0,0,0
2015-08-24,Marco Rubio,3,3,3
2015-08-24,Rand Paul,2,2,4
2015-08-24,Ted Cruz,1,1,1
2015-08-25,Ben Carson,1,1,1
2015-08-25,Carly Fiorina,0,0,0
2015-08-25,Chris Christie,6,8,8
2015-08-25,Donald Trump,24,25,89
2015-08-25,Jeb Bush,14,14,37
2015-08-25,John Kasich,1,1,3
2015-08-25,Marco Rubio,2,2,2
2015-08-25,Rand Paul,1,1,3
2015-08-25,Ted Cruz,0,0,0
2015-08-26,Ben Carson,0,0,0
2015-08-26,Carly Fiorina,1,1,1
2015-08-26,Chris Christie,2,4,4
2015-08-26,Donald Trump,42,47,197
2015-08-26,Jeb Bush,7,7,11
2015-08-26,John Kasich,1,1,1
2015-08-26,Marco Rubio,0,0,0
2015-08-26,Rand Paul,0,0,0
2015-08-26,Ted Cruz,0,0,0
2015-08-27,Ben Carson,5,5,5
2015-08-27,Carly Fiorina,0,0,0
2015-08-27,Chris Christie,4,5,7
2015-08-27,Donald Trump,24,27,90
2015-08-27,Jeb Bush,9,11,12
2015-08-27,John Kasich,0,0,0
2015-08-27,Marco Rubio,2,2,2
2015-08-27,Rand Paul,0,0,0
2015-08-27,Ted Cruz,1,1,1
2015-08-28,Ben Carson,2,2,4
2015-08-28,Carly Fiorina,1,1,3
2015-08-28,Chris Christie,2,3,3
2015-08-28,Donald Trump,27,29,89
2015-08-28,Jeb Bush,8,9,12
2015-08-28,John Kasich,2,3,3
2015-08-28,Marco Rubio,0,0,0
2015-08-28,Rand Paul,0,0,0
2015-08-28,Ted Cruz,0,0,0
2015-08-29,Ben Carson,0,0,0
2015-08-29,Carly Fiorina,0,0,0
2015-08-29,Chris Christie,2,2,2
2015-08-29,Donald Trump,14,15,27
2015-08-29,Jeb Bush,2,2,2
2015-08-29,John Kasich,0,0,0
2015-08-29,Marco Rubio,0,0,0
2015-08-29,Rand Paul,0,0,0
2015-08-29,Ted Cruz,0,0,0
2015-08-30,Ben Carson,8,8,23
2015-08-30,Carly Fiorina,3,3,5
2015-08-30,Chris Christie,6,11,16
2015-08-30,Donald Trump,24,27,90
2015-08-30,Jeb Bush,8,8,23
2015-08-30,John Kasich,1,1,1
2015-08-30,Marco Rubio,2,2,2
2015-08-30,Rand Paul,1,1,1
2015-08-30,Ted Cruz,4,4,8
